,Offset,age,Medu,Fedu,freetime,goout,Dalc,Walc,health,absences,Mjob_0,Mjob_1,Mjob_2,Mjob_3,Mjob_4,Fjob_0,Fjob_1,Fjob_2,Fjob_3,Fjob_4,reason_0,reason_1,reason_2,reason_3,G1,G2,G3
112,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-2.074296214135297,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,1.7972327861135826,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,10,10
113,1,-1.431875859742403,1.30920583242787,-0.2787680341613449,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,1.366268781610455,0,0,0,0,1,0,0,1,0,0,1,0,0,0,18,17,18
114,1,-1.431875859742403,-0.453604510405507,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,9,10
115,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.5043407726041995,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,14,14
116,1,-1.431875859742403,1.30920583242787,1.5395279876548638,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,0.07337676810107183,0,0,1,0,0,0,0,0,0,1,0,0,0,1,16,15,16
117,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.5043407726041995,0,0,1,0,0,0,0,0,1,0,0,1,0,0,14,14,15
118,1,0.20997472854879742,-1.3350096818221955,0.6303799767467595,-1.1229052297015105,0.6932502514632959,-0.543136405254532,1.3388316577506099,1.0121218925123545,2.2281967906167104,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,11,11
119,1,-1.431875859742403,0.4278006610111815,1.5395279876548638,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,0.32068283120654595,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,13,14
120,1,-1.431875859742403,-1.3350096818221955,-0.2787680341613449,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.75363435271088,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,1,0,0,0,14,14,14
121,1,-1.431875859742403,-0.453604510405507,-0.2787680341613449,1.7312677235998488,0.6932502514632959,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.5043407726041995,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14,13,13
122,1,-0.6109505655968028,-0.453604510405507,1.5395279876548638,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14,12,13
123,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,0.7798767391660624,0.6932502514632959,-0.543136405254532,1.3388316577506099,1.0121218925123545,0.07337676810107183,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12,13,13
124,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12,11,11
125,1,-1.431875859742403,0.4278006610111815,1.5395279876548638,1.7312677235998488,1.5437595391753545,1.619412840206764,-0.21833992984821768,1.0121218925123545,-0.35758723640205586,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,9,9
126,1,-1.431875859742403,0.4278006610111815,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,11,11
127,1,1.8518253168399978,-2.216414853238884,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,10,11
128,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,1.7312677235998488,1.5437595391753545,0.538138217476116,2.1174174515500237,0.32068283120654595,0.9353047771073273,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14,14,15
129,1,-0.6109505655968028,-0.453604510405507,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,0.538138217476116,-0.21833992984821768,-1.75363435271088,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,12,13
130,1,-1.431875859742403,0.4278006610111815,1.5395279876548638,-1.1229052297015105,-1.0077683239608213,0.538138217476116,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,0,0,1,1,0,0,0,10,11,12
131,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,0.7798767391660624,1.5437595391753545,-0.543136405254532,0.560245863951196,1.0121218925123545,1.366268781610455,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,9,8
132,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11,10,11
133,1,-1.431875859742403,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,0.32068283120654595,0.5043407726041995,1,0,0,0,0,0,0,1,0,0,1,0,0,0,11,12,13
134,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,12,12
135,1,-0.6109505655968028,0.4278006610111815,1.5395279876548638,-1.1229052297015105,-1.8582776116728796,-0.543136405254532,1.3388316577506099,1.0121218925123545,1.7972327861135826,0,0,0,1,0,0,0,1,0,0,1,0,0,0,15,13,14
136,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,0.07337676810107183,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,9,11
137,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,0.6932502514632959,-0.543136405254532,-0.9969257236476314,1.0121218925123545,1.7972327861135826,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13,11,11
138,1,-1.431875859742403,0.4278006610111815,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,1,0,0,0,0,0,0,0,0,1,1,0,0,0,12,11,11
139,1,-1.431875859742403,1.30920583242787,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13,14,15
140,1,0.20997472854879742,0.4278006610111815,1.5395279876548638,0.7798767391660624,1.5437595391753545,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.35758723640205586,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10,9,10
141,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,-2.074296214135297,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,1,0,0,0,0,0,0,1,0,0,1,0,0,0,14,13,13
142,1,1.0309000226943976,0.4278006610111815,-1.1879160450694493,-0.17151424526772402,0.6932502514632959,2.700687462937412,2.1174174515500237,0.32068283120654595,-0.35758723640205586,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11,11,12
143,1,1.0309000226943976,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,3.78196208566806,-0.9969257236476314,1.0121218925123545,1.366268781610455,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12,11,11
144,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.75363435271088,0.9353047771073273,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12,11,11
145,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,9,10
146,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,0.6932502514632959,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10,10,10
147,1,-1.431875859742403,1.30920583242787,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.5043407726041995,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13,14,14
148,1,-1.431875859742403,-1.3350096818221955,-1.1879160450694493,1.7312677235998488,1.5437595391753545,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,9,9
149,1,-1.431875859742403,1.30920583242787,0.6303799767467595,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,0.5043407726041995,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,11,11
150,1,-1.431875859742403,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-1.0077683239608213,0.538138217476116,0.560245863951196,-1.75363435271088,4.383016813132349,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,8,9
151,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,13,13
152,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,0.538138217476116,-0.21833992984821768,-1.0621952914050714,0.07337676810107183,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,11,11
153,1,-1.431875859742403,1.30920583242787,1.5395279876548638,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,0,0,0,0,1,0,0,0,1,0,1,0,0,0,13,13,13
154,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,0.6932502514632959,1.619412840206764,0.560245863951196,-1.75363435271088,0.07337676810107183,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,11,11
155,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,0.7798767391660624,1.5437595391753545,-0.543136405254532,-0.21833992984821768,1.0121218925123545,3.952052808629221,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,7,6
156,1,-1.431875859742403,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12,12,12
157,1,-1.431875859742403,-0.453604510405507,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,10,10
158,1,-1.431875859742403,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11,11,11
159,1,-1.431875859742403,-1.3350096818221955,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.5043407726041995,1,0,0,0,0,0,0,1,0,0,1,0,0,0,13,12,13
160,1,-1.431875859742403,-1.3350096818221955,-0.2787680341613449,-0.17151424526772402,0.6932502514632959,0.538138217476116,1.3388316577506099,-1.75363435271088,0.5043407726041995,1,0,0,0,0,0,0,0,1,0,1,0,0,0,11,11,11
161,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,0.538138217476116,-0.9969257236476314,1.0121218925123545,2.659160795119838,0,0,0,0,1,0,0,0,0,1,1,0,0,0,9,9,8
162,1,-1.431875859742403,-0.453604510405507,-1.1879160450694493,1.7312677235998488,1.5437595391753545,0.538138217476116,2.1174174515500237,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12,11,11
163,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,1.5437595391753545,0.538138217476116,2.1174174515500237,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11,9,0
164,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,0.7798767391660624,0.6932502514632959,1.619412840206764,2.1174174515500237,1.0121218925123545,0.5043407726041995,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,10,10
165,1,-1.431875859742403,0.4278006610111815,0.6303799767467595,-1.1229052297015105,-1.8582776116728796,0.538138217476116,0.560245863951196,-0.3707562300992627,-0.35758723640205586,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,13,13
166,1,1.8518253168399978,0.4278006610111815,-0.2787680341613449,1.7312677235998488,0.6932502514632959,-0.543136405254532,-0.9969257236476314,0.32068283120654595,0.5043407726041995,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11,9,11
167,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-1.1229052297015105,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13,13,13
168,1,-1.431875859742403,-0.453604510405507,0.6303799767467595,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,8,8
169,1,0.20997472854879742,-1.3350096818221955,-0.2787680341613449,-1.1229052297015105,-1.0077683239608213,1.619412840206764,0.560245863951196,1.0121218925123545,2.2281967906167104,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,8,10
170,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,-1.1229052297015105,1.5437595391753545,-0.543136405254532,2.1174174515500237,0.32068283120654595,0.5043407726041995,1,0,0,0,0,0,0,1,0,0,1,0,0,0,11,10,11
171,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,0.07337676810107183,1,0,0,0,0,0,0,1,0,0,1,0,0,0,12,10,11
172,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,1.7312677235998488,1.5437595391753545,2.700687462937412,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10,10,1
173,1,-0.6109505655968028,-1.3350096818221955,-0.2787680341613449,0.7798767391660624,1.5437595391753545,1.619412840206764,2.1174174515500237,1.0121218925123545,-0.7885512409051836,0,1,0,0,0,0,0,0,1,0,1,0,0,0,9,8,10
174,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,0.538138217476116,-0.21833992984821768,1.0121218925123545,0.9353047771073273,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8,8,9
175,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,0.7798767391660624,0.6932502514632959,-0.543136405254532,1.3388316577506099,-0.3707562300992627,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,6,8
176,1,-1.431875859742403,-1.3350096818221955,-0.2787680341613449,0.7798767391660624,0.6932502514632959,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,9,10
177,1,-0.6109505655968028,-1.3350096818221955,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,1.3388316577506099,-1.0621952914050714,-0.35758723640205586,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,8,8
178,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,1.5437595391753545,-0.543136405254532,2.1174174515500237,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,0,1,0,1,0,0,0,8,8,8
179,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,1.366268781610455,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,7,8
180,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,1.5437595391753545,0.538138217476116,1.3388316577506099,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,10,11
181,1,-0.6109505655968028,1.30920583242787,-0.2787680341613449,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,1,0,0,0,0,0,0,1,0,0,1,0,0,17,17,18
182,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-2.074296214135297,1.5437595391753545,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12,12,13
183,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16,16,17
184,1,-0.6109505655968028,0.4278006610111815,1.5395279876548638,0.7798767391660624,1.5437595391753545,0.538138217476116,1.3388316577506099,-1.0621952914050714,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,9,10
185,1,-0.6109505655968028,-1.3350096818221955,-2.0970640559775537,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,17,18
186,1,0.20997472854879742,1.30920583242787,1.5395279876548638,0.7798767391660624,0.6932502514632959,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.7885512409051836,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,9,10
187,1,-0.6109505655968028,-1.3350096818221955,0.6303799767467595,-0.17151424526772402,1.5437595391753545,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,13,13
188,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,0.7798767391660624,1.5437595391753545,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,14,15
189,1,0.20997472854879742,1.30920583242787,0.6303799767467595,0.7798767391660624,0.6932502514632959,2.700687462937412,1.3388316577506099,0.32068283120654595,-0.7885512409051836,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10,11,11
190,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,-0.543136405254532,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13,12,14
191,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-0.17151424526772402,0.6932502514632959,-0.543136405254532,1.3388316577506099,0.32068283120654595,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,9,10
192,1,-0.6109505655968028,1.30920583242787,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,1.619412840206764,1.3388316577506099,-0.3707562300992627,0.9353047771073273,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10,9,11
193,1,0.20997472854879742,1.30920583242787,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11,11,13
194,1,-0.6109505655968028,1.30920583242787,0.6303799767467595,0.7798767391660624,-0.15725903624876267,0.538138217476116,0.560245863951196,-0.3707562300992627,0.07337676810107183,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11,10,11
195,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,12,13
196,1,0.20997472854879742,-0.453604510405507,1.5395279876548638,0.7798767391660624,-1.0077683239608213,0.538138217476116,0.560245863951196,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,18,17
197,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,0.538138217476116,0.560245863951196,-1.75363435271088,6.10687283114486,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,13,14
198,1,-0.6109505655968028,0.4278006610111815,-0.2787680341613449,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,-1.75363435271088,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,15,16
199,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-0.17151424526772402,0.6932502514632959,0.538138217476116,0.560245863951196,0.32068283120654595,0.5043407726041995,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11,13,14
200,1,-0.6109505655968028,-1.3350096818221955,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,9,11
201,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,14,16
202,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,-0.3707562300992627,1.366268781610455,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12,13,14
203,1,0.20997472854879742,-1.3350096818221955,-0.2787680341613449,-2.074296214135297,-0.15725903624876267,-0.543136405254532,2.1174174515500237,-0.3707562300992627,0.5043407726041995,1,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,10
204,1,-0.6109505655968028,-0.453604510405507,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,0.5043407726041995,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12,12,13
205,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,1,0,0,0,12,11,12
206,1,0.20997472854879742,-1.3350096818221955,-0.2787680341613449,0.7798767391660624,0.6932502514632959,2.700687462937412,2.1174174515500237,1.0121218925123545,2.659160795119838,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10,11,12
207,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-1.0077683239608213,1.619412840206764,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,10,10
208,1,-0.6109505655968028,-0.453604510405507,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13,12,12
209,1,0.20997472854879742,-0.453604510405507,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.9353047771073273,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14,15,16
210,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.07337676810107183,0,0,0,1,0,0,0,0,0,1,0,1,0,0,13,13,14
211,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,-0.17151424526772402,0.6932502514632959,1.619412840206764,2.1174174515500237,-0.3707562300992627,2.659160795119838,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10,11,12
212,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-1.1229052297015105,0.6932502514632959,0.538138217476116,0.560245863951196,-1.0621952914050714,5.675908826641732,0,0,0,1,0,0,0,0,0,1,0,1,0,0,14,15,16
213,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11,10,11
214,1,-0.6109505655968028,1.30920583242787,0.6303799767467595,-0.17151424526772402,1.5437595391753545,-0.543136405254532,2.1174174515500237,-1.0621952914050714,-0.35758723640205586,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14,14,15
215,1,-0.6109505655968028,-0.453604510405507,0.6303799767467595,0.7798767391660624,-0.15725903624876267,-0.543136405254532,0.560245863951196,0.32068283120654595,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,12,12
216,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,0.6932502514632959,-0.543136405254532,0.560245863951196,-1.75363435271088,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,15,15
217,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,3.736570806377657,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13,13,13
218,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,1.5437595391753545,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.5043407726041995,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,13,13
219,1,0.20997472854879742,0.4278006610111815,1.5395279876548638,0.7798767391660624,-0.15725903624876267,1.619412840206764,1.3388316577506099,1.0121218925123545,2.2281967906167104,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8,9,8
220,1,-0.6109505655968028,0.4278006610111815,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,0.538138217476116,-0.21833992984821768,0.32068283120654595,-0.35758723640205586,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11,11,12
221,1,-0.6109505655968028,1.30920583242787,0.6303799767467595,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.75363435271088,0.07337676810107183,0,0,0,0,1,0,0,1,0,0,0,0,1,0,14,15,15
222,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,1.3388316577506099,1.0121218925123545,-0.35758723640205586,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,13,13
223,1,0.20997472854879742,1.30920583242787,0.6303799767467595,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,12,12
224,1,1.8518253168399978,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,12,12
